HEX,COLOR,ACCIDENT_COUNT,BRIGHTNESS,LIGHT_CONDITION,SEVERITY,CLUSTERS
#FFA500,orange,3570,0.5,1.6829131652661065,2.593557422969188,2
#F091A9,mauve,52,0.75,1.6538461538461537,2.5576923076923075,2
